Pulse,CMi1,CMi2,CMi3,CMi4,CMi5,CMi6,CMi7,CMi8,CMi9,CMi10,CMi11,CMi12,CMi13,CMi14,CMi15,CMi16,CMi17,CMi18,CMi19,CMi20,CMi21,CMi22,CM1,CM2,CM3,CM4,CM5,CM6,CM7,CM8,CM9,CM10,CM11,CM12,CM13,CM14,CM15,CM16,CM17,CM18,CM19,CM20,CM21,CM22,CM23,CM24,CM25,CM26,CM27,CM28,CM29,CM30,CM31,CM32,CM33,CM34,CM35,CM36,CM37,CM38,CM39,CM40,CM41,CM42,CM43,CM44,CM45,CM46,CM47,CM48,CM49,CM50,CM51,CM52,CM53,CM54,CM55,CM56,CM57,CM58,CM59,CM60,CM61,CM62,CM63,CM64,CM65,CM66,CM67,CM68,CM69
26,111.8954248,104.7709201,101.23498,107.7424613,106.080907,112.0977354,113.3770823,111.0821382,109.4470046,110.388583,105.9544658,109.3565525,108.4362498,107.0606738,104.9390594,109.2948718,104.0744021,113.8888889,104.9825784,105.1546392,104.593453,114.6176912,110.7463853,104.2181818,114.0121845,109.3296475,108.3480565,110.3906565,109.5349746,108.6308356,108.8004191,105.6316591,104.9563953,101.8353726,104.6092184,110.2299762,105.3468208,103.4651361,102.8187919,104.0322581,104.2890443,103.8098051,104.8986486,108.8888889,104.8566879,100.9787699,104.2978374,104.2938158,106.3514804,105.8078574,104,104.802906,103.6138982,103.834916,106.6293184,103.4668906,107.4528302,104.2937853,107.4865281,106.2365591,105.6234442,100.3955175,104.4029851,102.9166667,103.5658102,103.2771455,105.1066299,104.3757967,104.4025157,104.1375606,103.0215238,104.5326087,104.1512346,107.6838639,109.5023283,107.3459716,106.5868263,106.5241845,105.4231717,105.0397878,108.2706767,105.6782334,105.9848485,104.4819985,110.1820634,104.5217391,103.1599737,107.7929155,106.171491,106.1307114,109.6721311
27,112.124183,104.9602423,101.5020027,108.190709,106.4674053,112.3957092,113.7051994,111.2777053,109.8790323,110.7841276,106.27554,109.5779221,108.7580449,107.3586624,105.1815455,109.6153846,104.0744021,114.1737892,105.1567944,105.3019146,104.7518479,114.6176912,111.137163,104.2909091,114.3603133,109.7442985,108.6572438,110.5920258,109.7694412,108.9054531,109.1932949,105.9360731,105.2034884,101.9187987,104.9098196,110.5471848,105.4913295,103.4757653,102.9530201,104.0942928,104.5221445,104.0165387,105.152027,109.3333333,105.1353503,101.1189949,104.6673967,104.9014313,106.6141356,105.8119,104.4871001,105.0047087,103.8647343,104.0723156,106.9094304,103.6288388,107.7358491,104.6327684,107.7752117,106.5591398,106.1326092,100.3955175,104.6268657,103.0208333,103.8804405,103.4482759,105.3967793,104.3973736,104.5073375,104.1377458,103.0259134,104.6413043,104.2978395,108.0954995,109.6941475,107.2274882,106.8263473,106.7491564,105.6696795,105.3050398,107.8947368,105.6782334,106.0606061,104.4819985,110.3169252,104.8695652,103.4233048,108.0108992,106.4445658,106.4198959,110
28,112.4509804,105.0738357,101.8691589,108.5778321,106.544705,112.693683,114.0333165,111.4732725,110.3110599,111.2587811,106.5966141,109.7992916,109.4538181,107.6814833,105.4112692,109.7578348,104.340124,114.5299145,105.3484321,105.44919,105.0158395,115.0674663,111.4107073,104.4363636,114.7084421,110.0898411,109.0106007,110.7531212,110.1992966,109.2193017,109.5861708,106.2404871,105.4505814,102.0022247,105.1102204,110.9436955,105.4913295,103.4863946,103.0872483,104.280397,104.7785548,104.2528057,105.4898649,109.4814815,105.2746815,101.2872648,104.968519,105.205239,106.9484241,105.8139212,104.8008256,105.219965,104.2177629,104.2914536,107.1428571,103.7098129,108.1132075,104.8022599,108.0318193,106.6666667,106.3871917,100.3295979,104.8507463,103.1770833,104.0377556,104.1755797,105.324242,104.4189505,104.6121593,104.1378384,103.0281082,104.9673913,104.371142,108.3013172,109.932268,107.464455,107.0658683,106.8616423,105.9983566,105.0397878,108.2706767,105.7570978,106.2878788,104.7759001,110.7215105,105.1304348,103.6208032,108.2833787,106.7176406,106.7090804,110.2185792
29,112.7124183,105.3767512,102.2363151,108.8427058,106.7508374,113.0512515,114.3361938,111.9078661,110.5126728,111.8600089,106.8593112,110.2125148,109.8017046,108.0125817,105.5771808,110.1139601,104.340124,114.8148148,105.5400697,105.9499264,105.2270327,115.4422789,111.7624072,104.5818182,114.9695387,110.4353836,109.319788,110.9142167,110.3556077,109.4939192,109.848088,106.4878234,105.7122093,102.1134594,105.2104208,111.221253,105.7803468,103.4863946,103.2885906,104.528536,105.034965,104.4300059,105.6587838,109.6296296,105.4140127,101.4555347,105.2696414,105.3571429,107.139446,105.8149319,105.2879257,105.4083143,104.877369,104.5836377,107.4696545,103.7502999,108.3962264,104.9717514,108.4808827,106.8817204,106.5144829,100.1977587,105.0746269,103.3854167,104.1950708,104.5392316,105.7594661,106.4903335,105.0314465,104.1378847,103.0292056,105.2391304,104.4077932,108.4042261,110.1703884,107.8199052,107.3053892,107.3115861,106.2448644,105.5702918,108.2706767,105.9936909,106.5909091,104.8493755,110.9238031,105.3043478,103.8841343,108.5558583,107.1545603,106.8825911,110.4918033
30,113.0392157,105.4146157,102.4032043,109.3113284,107.240402,113.40882,114.6390712,112.125163,110.7142857,112.1606227,107.1511967,110.3896104,109.9756479,108.3064316,105.8579542,110.4700855,104.6944198,115.0997151,105.7665505,106.2002946,105.4910243,115.6671664,112.1922626,104.7272727,115.2306353,110.7809261,109.6289753,111.1961337,110.6682298,109.8469988,110.1623887,106.7922374,105.9593023,102.2246941,105.4108216,111.4988105,105.7803468,103.9115646,103.4899329,104.6526055,105.2680653,104.6662729,105.9966216,109.7777778,105.7324841,101.7752475,105.5570764,105.5090467,107.425979,105.8154372,105.5314757,105.7917395,105.2071721,104.8210373,107.7497666,103.7705434,108.5849057,105.1977401,108.7054144,107.0967742,106.5781285,100.1977587,105.3731343,103.4375,104.4310435,104.7210576,105.9770782,107.5260251,105.1362683,104.1379079,103.0297543,105.5108696,104.4261188,108.4556806,110.6201714,107.9383886,107.5449102,107.424072,106.6557108,105.8355438,108.8345865,106.0725552,106.6666667,105.0698016,111.3283884,105.4782609,104.0816327,108.8283379,107.3730202,107.1717756,110.7650273
31,113.3333333,105.7553957,102.7036048,109.5863896,107.6011337,113.647199,114.891469,112.3207301,111.1175115,112.4612366,107.3263281,110.566706,110.0626196,108.6002814,106.0430094,110.8262108,104.9601417,115.3133903,105.9930314,106.4506627,105.7022175,116.191904,112.465807,104.9454545,115.4046997,111.1264686,109.8939929,111.397503,111.0590074,110.1216163,110.4766894,107.0205479,106.25,102.3915462,105.6112224,111.7367169,105.973025,104.0816327,103.8255034,104.9627792,105.4778555,104.8730065,106.3344595,110.0740741,105.8917197,101.9351039,105.8445114,105.7926006,107.6647564,105.8156899,105.7750258,105.9834522,105.3720736,105.0766983,108.0298786,103.7806652,109.0566038,105.3107345,108.9299461,107.311828,106.6099513,100.1318392,105.5223881,103.6458333,104.6670163,104.8119706,106.1946903,108.0438708,105.4507338,104.1379195,103.0300287,106,104.4444444,108.4814078,110.845063,108.1161137,107.7844311,107.6490439,106.9022186,106.1007958,108.8345865,106.3091483,106.7424242,105.2902278,111.5306811,105.6521739,104.279131,109.0463215,107.70071,107.4031232,111.0382514
32,113.5620915,105.9068535,102.9706275,109.8614507,107.7814996,114.1239571,115.2195861,112.5162973,111.40553,112.7934941,107.6182137,110.9504132,110.1495912,108.8486052,106.3174016,111.0042735,105.2258636,115.7407407,106.271777,106.7452135,105.8606125,116.4167916,112.6611958,104.7272727,115.6657963,111.3337941,110.1590106,111.9613371,111.3325518,110.3177717,110.79099,107.2678843,106.4534884,102.4749722,105.7114228,111.8953212,106.2620424,104.2517007,104.1610738,105.117866,105.6876457,105.0797401,106.5033784,110.3703704,105.9713376,102.0949603,106.1456337,106.0761545,107.8796562,105.8159425,106.0227038,106.0793085,105.5369751,105.3506209,108.3099907,103.7857261,109.0566038,105.7627119,109.1224018,107.6344086,106.6417742,100.0659196,105.7462687,103.75,104.8767698,104.8574271,106.339765,108.3027937,105.2410901,104.1379252,103.0301659,106.2445652,104.845679,108.507135,111.0699545,108.2938389,108.0239521,107.9865017,107.2308956,105.8355438,109.1165414,106.3091483,107.1212121,105.3637032,111.7329737,106.0869565,104.4766294,109.2098093,108.0283998,107.6923077,111.2568306
33,113.7254902,106.0961757,103.2376502,110.2689487,107.9618655,114.3325387,115.5477032,112.7118644,111.6359447,113.1257515,107.8517221,111.3341204,110.3757175,109.1176227,106.5917938,111.1823362,105.3587245,115.954416,106.4111498,107.0986745,106.124604,116.8665667,112.8956624,104.9454545,115.926893,111.6102281,110.4240283,112.0418848,111.5670184,110.5531581,111.0005238,107.5722983,106.7877907,102.5583982,106.012024,112.2918319,106.4547206,104.4217687,104.4295302,105.2729529,105.9440559,105.463674,106.8412162,110.6666667,106.0509554,103.2784586,106.4330687,106.3732109,108.1184336,106.1409511,106.4437564,106.1751648,105.7878112,105.6245435,108.5434174,103.7882565,109.245283,105.9887006,109.5714652,107.7956989,106.9529305,100.1318392,105.9701493,103.8541667,104.9816466,104.8801553,106.4848397,108.4322552,105.4507338,104.1379281,103.0302344,106.3668478,105.0462963,109.0559824,111.5726532,108.5308057,108.2634731,108.0989876,107.641742,106.1007958,109.3984962,106.5457413,107.1969697,105.3637032,112.0026972,106.3478261,104.7399605,109.4277929,108.3014746,107.9814922,111.4754098
34,113.8235294,106.2476335,103.6048064,110.7171964,108.45143,114.5411204,115.6991418,112.9074316,111.9239631,113.5687615,108.1436077,111.5112161,110.662724,109.3866402,106.808755,111.3247863,105.4915855,116.2393162,106.5505226,107.275405,106.2829989,117.0164918,113.1692067,105.4545455,116.4055701,112.0248791,110.6890459,112.2432541,111.6842517,110.8277756,111.3148245,107.8767123,107.0784884,102.7252503,106.1623246,112.6883426,106.5510597,104.8044218,104.6979866,105.4590571,106.2004662,105.6556409,107.0101351,110.8148148,106.1305732,103.8702078,106.8163154,106.6702674,108.3094556,106.4317482,106.8648091,106.336607,106.0386473,105.861943,108.8702148,103.7907869,109.5283019,106.1016949,109.763921,107.9569892,107.2640869,100.0659196,106.0447761,103.9583333,105.2438385,104.9028835,106.557377,108.4969859,105.5555556,104.1379296,103.0302687,106.4891304,105.1466049,109.3304061,111.8240025,108.7677725,108.3832335,108.3239595,107.8882498,106.3660477,109.962406,106.7823344,107.4242424,105.5106539,112.3398517,106.6956522,104.9374589,109.7002725,108.5199345,108.2128398,111.5846995
35,114.4444444,106.9670579,103.7716956,110.9005705,108.8636949,114.7199046,116.1534578,113.4289439,112.1543779,113.9010189,108.4063047,111.6883117,110.9497304,109.5935767,107.0257163,111.6809117,105.6687334,116.3817664,106.6898955,107.4521355,106.5469905,117.4662669,113.4036733,105.6,116.4490862,112.2322046,110.9540636,112.7668143,112.0359515,111.1023931,111.6291252,108.1240487,107.2965116,102.8921023,106.3126253,112.8469469,106.8400771,104.9957483,104.8322148,105.6451613,106.4335664,105.8476078,107.2635135,111.1111111,106.3296178,104.1660824,107.1037503,106.9403187,108.5721108,106.7225453,107.1950464,106.5518633,106.2616128,106.1906501,109.1970121,104.0307102,109.7169811,106.2146893,110.0846805,108.4946237,107.4338086,100.0659196,106.2686567,104.1666667,105.5060304,104.9884487,106.8475265,108.5293512,105.7651992,104.1379303,103.0302859,106.5978261,105.2469136,109.467618,112.0753519,108.6492891,108.6227545,108.5489314,108.0525883,106.6312997,110.1503759,106.8611987,107.8030303,105.8045555,112.5421443,106.7826087,105.1349572,109.972752,108.7383943,108.3863505,111.9125683
36,114.8039216,107.0427868,104.0720961,111.409943,109.0182943,114.9582837,116.4563352,113.7331595,112.4135945,114.2332764,108.6106246,111.9244392,111.8759784,109.8667329,107.4979261,111.965812,106.1116032,117.022792,106.9686411,107.7172312,106.7581837,117.7661169,113.6772177,105.6,116.6231506,112.5086386,111.2190813,112.8876359,112.2704181,111.3770106,111.6815086,108.3143075,107.6017442,103.1701891,106.5130261,113.0055511,107.0327553,105.1870748,104.966443,105.8933002,106.6666667,106.2020083,107.6013514,111.4074074,106.5286624,104.3140197,107.4185601,107.21037,108.7153773,107.0133425,107.3601651,106.7805731,106.9026384,106.3367421,109.3370682,104.1506718,109.9056604,106.3276836,110.2771363,108.7634409,107.716678,99.93408042,106.4925373,104.21875,105.715784,104.9884487,106.9926012,108.5455339,106.39413,104.137931,103.0302945,106.923913,105.4938272,109.6048299,112.3743253,108.6492891,108.8622754,108.7739033,108.2990961,107.1618037,110.3383459,106.9400631,107.8787879,106.0249816,112.6770061,106.8695652,105.2666228,110.1362398,109.0114691,108.675535,112.0765027
37,114.9673203,107.1563802,104.2723632,111.7155664,109.0698274,115.1966627,116.7592125,114.1242938,112.6728111,114.5813556,108.8733217,112.1605667,112.3391025,110.2723284,107.7308404,112.2507123,106.3330381,117.022792,107.1080139,107.982327,106.969377,117.8410795,113.8335287,105.8909091,116.8842472,112.8541811,111.4399293,113.1292791,112.5439625,111.6516281,112.1005762,108.5616438,107.8052326,103.3092325,106.7134269,113.1641554,107.2254335,105.6972789,105.1006711,106.0173697,106.8997669,106.3792085,107.8969595,111.5555556,106.6878981,104.3879883,107.6923077,107.6019444,109.025788,107.3041396,107.5252838,106.9016548,107.2231512,106.6106647,109.7105509,104.2706334,110,106.6666667,110.469592,108.8978495,107.7732519,99.86816084,106.641791,104.3229167,105.8730991,105.159579,107.1376759,108.5536253,106.0796646,104.6896552,103.0302987,107.0326087,105.5555556,109.6048299,112.523812,108.8862559,109.1017964,108.9988751,108.5456039,106.8965517,110.9022556,106.9400631,108.1060606,105.9515062,113.0141605,107.0434783,105.4641211,110.2997275,109.3391589,108.9068826,112.3497268
38,115.130719,107.3078379,104.5393858,111.8785656,109.610925,115.5244338,116.9106512,114.450239,112.8456221,115.1192962,109.1068301,112.3966942,112.5706645,110.2888834,107.9637547,112.3931624,106.4437555,117.5925926,107.3170732,108.1001473,107.1805702,118.2158921,114.1070731,106.1090909,117.1018277,113.1306151,111.6607774,113.4917439,112.7002735,111.8477834,112.2577266,108.8660578,108.0668605,103.4482759,106.9138277,113.4417129,107.3217726,105.6972789,105.3020134,106.1414392,107.1328671,106.5564087,108.0447635,111.7037037,106.7675159,104.4249727,107.9386805,107.8584931,109.1690544,108.2107424,107.8224974,107.090004,107.3834077,106.8298028,109.8506069,104.4145873,110.3773585,106.8361582,110.7261996,108.9650538,108.0561213,99.86816084,106.8656716,104.4791667,106.0304143,105.3307093,107.0651385,108.5576709,106.8134172,104.9655172,103.0303009,107.1413043,106.0185185,109.9066959,112.6732988,109.2417062,109.3413174,109.223847,108.7099425,106.8965517,111.1842105,107.0977918,108.1818182,106.1719324,113.0815914,107.3913043,105.5957867,110.5722071,109.5576188,109.1382302,112.6775956
39,115.3594771,107.3078379,104.8731642,112.1638142,109.610925,115.6883194,117.163049,114.7761843,112.9608295,115.3724448,109.3403386,112.6328217,112.6864455,110.5868719,108.0977602,112.3219373,106.554473,117.8062678,107.5261324,108.6597938,107.3389652,118.2908546,114.2633841,105.8909091,117.3194082,113.3379406,111.8816254,113.4917439,113.0910512,112.0439388,112.5196438,109.1324201,108.2994186,103.6707453,107.0140281,113.7192704,107.61079,105.9098639,105.5033557,106.2655087,107.2261072,106.8517425,108.1925676,112,106.9665605,104.4434648,108.2398029,108.142047,109.4317096,108.6640438,108.0866873,107.2783533,107.4635359,107.0124178,110.1774043,104.5585413,110.4716981,107.0056497,110.8545035,108.9986559,108.225843,99.73632169,107.0895522,104.5833333,106.1877294,106.0152306,107.5003627,108.5596938,106.918239,105.1034483,103.030302,107.4673913,106.25,110.057629,112.8505662,109.2417062,109.4610778,109.5613048,108.9564503,106.8965517,111.325188,107.0977918,108.3333333,106.3923586,113.4187458,107.6521739,105.8591178,110.7356948,109.7760786,109.253904,112.8415301
40,115.620915,107.3457024,105.0400534,112.4694377,109.8943571,115.852205,117.4154467,114.928292,113.2200461,115.6382507,109.6030356,112.8984652,112.744336,110.7772535,108.2891966,112.7849003,106.6430469,118.019943,107.7003484,108.9396171,107.6029567,119.0404798,114.5369285,106.4,117.5369887,113.6143746,112.1024735,114.0153041,113.4036733,112.2793252,112.7291776,109.3417047,108.5465116,103.78198,107.1643287,114.036479,107.7071291,106.0161565,105.7718121,106.4516129,107.5291375,106.9108092,108.4037162,112.4444444,107.1656051,104.4527109,108.4861757,108.3985957,109.6227316,108.8906945,108.3508772,107.4397955,107.5436641,107.1950329,110.3641457,104.6545106,110.6603774,107.2316384,111.2394149,109.0322581,108.3955646,100.8239947,107.238806,104.7395833,106.5547981,106.3574912,107.5003627,108.5607052,107.0230608,105.1724138,103.030303,107.6847826,106.3657407,110.208562,113.0278336,109.478673,109.7005988,109.6737908,109.2029581,107.4270557,111.3956767,107.3343849,108.6363636,106.4658339,113.6884693,107.826087,106.122449,110.9536785,109.9945385,109.4852516,113.0601093
41,116.0130719,107.6864824,105.2736983,112.7343113,110.1004896,116.0309893,117.7183241,115.0803998,113.4792627,115.9040567,109.8657326,113.1641086,112.7732812,110.9841901,108.46468,113.2478632,106.8644818,118.2336182,107.8745645,109.0795287,107.8141499,118.9655172,114.7713951,106.1818182,117.7545692,113.8217001,112.3233216,114.0555779,113.5599844,112.4754806,112.8863279,109.5319635,108.7936047,103.8932147,107.239479,114.2743854,107.8034682,106.122449,106.0402685,106.6687345,107.6806527,107.0880095,108.6148649,112.6666667,107.3248408,104.461957,108.746236,108.6416419,109.7659981,109.0040198,108.5985552,107.9173954,107.7294686,107.4324324,110.5975724,104.7504798,110.8490566,107.3446328,111.5601745,109.7311828,108.678434,101.3678312,107.3507463,105,106.6596749,106.5286215,107.7905121,108.5612109,107.0230608,105.2068966,103.0934343,108.0652174,106.4236111,111.1141603,113.3453275,109.5971564,109.9401198,109.8987627,109.4494659,107.6923077,111.4661654,107.3343849,108.7121212,106.5393093,113.8233311,108,106.122449,111.1171662,110.2676133,109.7165992,113.1147541
42,116.1437908,107.8379402,105.5740988,112.9176854,110.3323886,116.2693683,118.0212014,115.2325076,113.7672811,116.2711221,110.0700525,113.2821724,112.7877538,111.2159589,108.6401634,113.4615385,106.9751993,118.4472934,107.9790941,109.1494845,107.9197466,119.3403298,115.0058617,106.6909091,117.9721497,114.1672426,112.5441696,114.0153041,113.7162954,112.710867,113.1482452,109.7792998,108.997093,104.0600667,107.3146293,114.591594,107.8998073,106.292517,106.3087248,106.7772953,107.8321678,107.7082103,108.8682432,112.7777778,107.4840764,105.2584345,109.0062962,108.8846881,109.9092646,109.0606825,108.8132095,108.1561953,108.073207,107.5785245,110.7843137,104.9424184,110.9433962,107.6271186,111.7526302,110.0806452,108.9047296,101.6397495,107.4626866,105.0520833,106.81699,106.6141867,108.0806615,108.5614637,107.442348,105.2241379,103.1565657,108.2554348,106.4525463,111.5669594,113.7421949,109.5971564,110.1796407,110.1237345,109.6138044,107.4270557,111.8421053,107.6498423,109.0151515,106.9066863,113.890762,108.2608696,106.3199473,111.280654,110.4314582,109.8901099,113.3333333
43,116.3398693,107.9515335,105.7743658,113.1825591,110.5642876,116.4481526,118.2231196,115.3846154,113.8824885,116.6381875,110.303561,113.4002361,112.8022265,111.4063405,108.7933125,113.6752137,107.0859167,118.6609687,108.2229965,109.2194404,108.1309398,119.6401799,115.2403283,106.5454545,118.1462141,114.3054596,112.7650177,114.2166734,113.9116843,112.9462534,113.4101624,109.9505327,109.1860465,104.1434928,107.4148297,114.8295004,108.0924855,106.377551,106.5771812,106.8858561,108.018648,108.0183107,108.9527027,112.8888889,107.6433121,105.6566733,109.252669,109.1614907,110.0764088,109.0890139,109.0939112,108.2755953,108.2450762,107.8341855,111.0644258,105.0863724,111.1320755,107.9096045,111.945086,110.2553763,108.9613035,101.7757086,107.6865672,105.15625,106.7121133,106.6569693,108.2982736,108.5615902,107.5471698,105.2327586,103.4722222,108.3505435,106.4814815,111.7933589,113.9406286,109.8341232,110.4191617,110.2362205,109.9424815,107.9575597,111.6541353,107.6498423,109.0151515,106.9801616,114.0930546,108.3478261,106.5174457,111.4441417,110.6499181,110.1214575,113.5519126
44,116.5686275,107.7622113,105.9746328,113.4474328,110.7961865,116.6269368,118.4250379,115.6453716,114.0552995,116.9229796,110.566258,113.6068477,113.0196556,111.5884447,108.9911301,113.8176638,107.1744907,119.017094,108.2578397,109.5139912,108.3421331,120.089955,115.3184838,106.6909091,118.3637946,114.5818936,112.9858657,114.6596859,113.950762,113.1031777,113.5149293,110.1788432,109.3895349,104.2269188,107.6653307,115.18636,108.2851638,106.420068,106.7114094,107.133995,108.2051282,108.1733609,109.1216216,113.1111111,107.8025478,105.8557927,109.4579797,109.4382933,110.339064,109.1031795,109.3415893,108.3352953,108.4169454,108.1446311,111.2511671,105.2303263,111.509434,107.7966102,112.2016936,110.3427419,109.2158859,101.8436882,107.761194,105.3645833,107.079182,106.6783606,108.370811,108.5616534,107.966457,105.2413793,103.6300505,108.3980978,106.9135802,111.9065587,114.0398455,110.1895735,110.6586826,110.4611924,110.0246508,108.2228117,111.8421053,107.8864353,109.1666667,107.053637,114.2953473,108.6956522,106.714944,111.6076294,110.813763,110.3528051,113.6612022
45,116.8300654,108.0272624,106.2082777,113.8549307,111.0796187,116.9845054,118.5764765,115.9061278,114.2281106,117.2077717,110.7122008,113.8134593,113.2196904,111.8119361,109.3038096,114.2450142,107.8830824,119.3732194,108.728223,109.6612666,108.500528,120.4647676,115.5138726,106.8363636,118.5813751,114.7892191,113.2067138,114.8610552,114.3415397,113.3777952,113.7768465,110.3881279,109.5203488,104.4493882,107.9158317,115.3647898,108.477842,106.462585,106.8456376,107.1960298,108.2983683,108.250886,109.2905405,113.3333333,107.8821656,105.9553524,109.6769778,109.7961113,110.5062082,109.1173452,109.5397317,108.3651453,108.5284281,108.2724617,111.4845938,105.3262956,111.6981132,108.2485876,112.4583013,110.3864247,109.4704684,101.877678,107.9477612,105.3645833,107.4462507,106.6890562,108.4433483,108.561685,108.2809224,105.4482759,103.7089646,108.4456522,107.1296296,111.9631586,114.1390623,110.1895735,110.7784431,110.5736783,110.2711586,108.4880637,111.6541353,107.8864353,109.3181818,107.3475386,114.4976399,108.8695652,106.8466096,111.8256131,110.9776079,110.4684789,113.8251366
46,117.2222222,108.5573646,106.4753004,114.0179299,111.1826849,117.1632896,118.8541141,116.2538027,114.5737327,117.4292766,110.9748978,114.1086187,113.4197252,112.0271501,109.2910472,114.4586895,107.7059345,119.6581197,108.9634146,109.808542,108.7117212,120.2398801,115.7092614,107.1272727,118.7989556,115.0656531,113.3833922,115.1026983,114.615084,113.6524127,113.82923,110.5783866,109.6656977,104.5606229,108.0661323,115.5432197,108.7668593,106.7176871,107.114094,107.4441687,108.4848485,108.2896486,109.5439189,113.4814815,108.2802548,106.0051322,109.9096633,109.9750203,110.6494747,109.4166952,109.7213622,108.3949953,108.769974,108.4733382,111.6713352,105.5182342,111.8867925,108.3615819,112.5866051,110.4082661,109.6401901,101.8946729,108.1343284,105.5729167,107.498689,106.6997519,108.5158857,108.5617008,108.4381551,105.5517241,103.7484217,108.4456522,107.2376543,111.9914586,114.2448936,110.07109,111.0179641,110.6861642,110.5998357,108.7533156,111.4661654,108.1230284,109.5454545,107.4944893,114.9022252,108.9565217,107.044108,111.9891008,111.1960677,110.6419896,114.0437158
47,117.2875817,108.6330935,106.6755674,114.3031785,111.466117,117.3420739,118.9929329,116.5145589,114.6889401,117.7773559,111.2375949,114.3447462,113.8110976,112.2506415,109.6101078,114.6367521,107.6173605,119.8005698,109.1986063,110.0441826,108.8173178,120.6896552,116.0218835,107.4909091,118.97302,115.2729786,113.5159011,115.4651631,114.8104728,113.809337,114.0911472,110.7115677,109.8546512,104.6162403,108.2164329,115.741475,108.7668593,106.9727891,107.2483221,107.6612903,108.6713287,108.3284111,109.7128378,113.6296296,108.4792994,106.0549121,110.1286614,110.1539292,110.8882521,109.5663702,109.9690402,108.6102516,109.0115199,108.6924763,111.9047619,105.6142035,112.0754717,108.5310734,112.7149089,110.4191868,109.6401901,101.9031703,108.2835821,105.625,107.7084426,106.785317,108.6972291,108.5617087,108.5953878,105.6034483,103.7681503,108.6086957,107.2916667,112.0056085,114.2978093,110.6635071,111.1377246,110.9111361,110.6820049,108.7533156,111.8421053,108.1230284,109.6969697,107.421014,114.8347943,109.1304348,107.1757735,112.0980926,111.4145276,110.8733372,114.1530055
48,117.4509804,108.7088224,106.8758344,114.6903015,111.6335996,117.6102503,119.1317516,116.7753151,114.8041475,118.062148,111.4127262,114.433294,114.0067838,112.3748034,109.7696382,114.8148148,107.8830824,120.0854701,,110.2798233,109.0285111,120.8395802,116.1781946,107.4909091,119.1470844,115.5494126,113.6925795,115.5457108,114.9667839,113.9662613,113.2006286,110.9589041,110.0872093,104.6440489,108.3166333,115.9397304,108.7668593,107.3129252,107.4496644,107.7698511,108.8578089,108.4465446,109.9662162,113.6296296,108.5788217,106.2904899,110.3202847,110.3969754,110.9837631,109.7160452,110.0928793,108.7178797,109.1973244,108.8020453,112.0915033,105.806142,112.2641509,108.700565,113.1318963,110.4246472,109.7533379,101.907419,108.4328358,105.7291667,107.9181961,106.785317,108.8785725,108.5617166,108.9098532,105.6551724,103.7878788,108.7717391,107.345679,112.0197585,114.4830141,110.4265403,111.3772455,111.023622,110.7641742,109.0185676,112.0300752,108.1230284,109.7727273,107.6414401,114.9696561,109.3913043,107.3074391,112.2615804,111.6329874,111.1046848,113.989071
49,117.6143791,109.2767891,107.0761015,114.9144254,111.8010822,117.7443385,119.2327108,116.8622338,115.0057604,118.4418708,111.6170461,114.5218418,114.1046269,112.5569075,109.8494034,115.2421652,108.3259522,120.4415954,,110.5154639,109.186906,121.2893553,116.3735834,107.7090909,119.3646649,115.7567381,113.8250883,115.787354,115.1621727,114.1231856,114.5625982,111.1681887,110.247093,104.6718576,108.4168337,116.0983347,108.9595376,107.2278912,107.6510067,107.8784119,108.997669,108.6237448,110.2195946,114,108.6285828,106.5372858,110.511908,110.5860113,111.1986628,109.9726309,110.2167183,108.8255079,109.3831289,108.9481373,112.2315593,105.8541267,112.4528302,109.039548,113.34039,110.4273774,110.0927812,101.9095434,108.5820896,105.6770833,108.0755113,106.8708822,109.2412592,108.6679414,109.067086,105.862069,104.229798,108.9347826,107.5,112.349067,114.5756165,110.5450237,111.497006,111.2485939,111.010682,109.0185676,112.2180451,108.4384858,109.9242424,107.7149155,115.037087,109.5652174,107.4391047,112.4250681,111.8514473,111.2203586,114.4808743
50,117.7777778,109.693298,107.376502,115.0977995,112.1102809,117.8784267,119.5103483,117.12299,115.2073733,118.6950193,111.8797431,114.8170012,114.20247,112.780399,109.9291685,115.2421652,108.3259522,121.011396,,110.6332842,109.345301,121.5892054,116.5298945,107.7818182,119.5822454,116.0331721,114.0459364,115.8679017,115.2403283,114.358572,114.6673651,111.3584475,110.4651163,105.0055617,108.5170341,116.2172879,109.1522158,107.5680272,107.7852349,107.971464,109.2773893,108.9190786,110.3040541,114.1851852,108.6534634,106.7840817,110.6761566,110.8425601,111.3658071,110.2292166,110.3818369,109.0676712,109.6897064,109.1855369,112.4183007,105.9980806,112.5471698,109.2090395,113.5488838,110.4287424,110.2625028,101.9106056,108.6567164,106.09375,108.2328264,107.1275777,109.4226026,109.30529,109.1457023,106.0689655,104.4507576,109.0978261,107.654321,112.5137212,114.6682189,110.9004739,111.7365269,111.4735658,111.2571898,109.2838196,112.0300752,108.4384858,110.0757576,107.7149155,115.3068105,109.7391304,107.5707702,112.5885559,112.0152922,111.3938693,114.6448087
